startTime,endTime,aveH,aveV
3622239,3622487,923.099975585938,326.799987792969
3622511,3622745,868.400024414063,315.700012207031
3622761,3623779,905.5,259.399993896484
3623795,3623923,844,232.899993896484
3623945,3624109,913,239.399993896484
3624461,3625031,874.400024414063,270.700012207031
3625081,3625109,609.099975585938,570.700012207031
3625157,3625279,306.100006103516,643.400024414063
3625335,3625451,844.400024414063,373.5
3625475,3625747,917.400024414063,274.399993896484
3625763,3626049,856.900024414063,240.300003051758
3626275,3627147,877.5,251.5
3627183,3627333,860.799987792969,551.900024414063
3627363,3627759,914,390.5
3627783,3628563,894,361.600006103516
3628779,3629953,901.599975585938,361.299987792969
3630147,3630863,861.299987792969,416.5
3630883,3631759,901.799987792969,413.700012207031
3631783,3632995,828.400024414063,446.899993896484
3633283,3633461,785.700012207031,521
3633471,3633739,621,706.400024414063
3633771,3633997,887.299987792969,406.899993896484
3634015,3634283,922.200012207031,369.299987792969
3634467,3634775,828.299987792969,335.899993896484
3634795,3634955,944,348.399993896484
3634983,3635289,750.099975585938,388.100006103516
3635685,3636133,936.099975585938,331.5
3636157,3636295,895.599975585938,464.299987792969
3636327,3636859,1192.69995117188,700.5
3636883,3637357,1092.30004882813,647.400024414063
3637711,3638187,877.599975585938,331.399993896484
3638655,3639369,814.799987792969,288.100006103516
3639741,3640231,698.599975585938,265.5
3640629,3640941,527.900024414063,180.899993896484
3641363,3641703,388.899993896484,224
3641763,3641903,633.200012207031,707.200012207031
3641947,3642309,778.700012207031,321.799987792969
3642353,3642411,1000.79998779297,615.299987792969
3642465,3642593,1189.09997558594,1178.80004882813
3642653,3642745,884.599975585938,783.400024414063
3642807,3643021,934.099975585938,174.199996948242
3643039,3643449,951.799987792969,236.199996948242
3643669,3643815,870.900024414063,323
3643841,3644075,950.599975585938,349.5
3644105,3644319,911.799987792969,272.399993896484
3644337,3645007,915.900024414063,284.799987792969
3645043,3645769,904.700012207031,355.899993896484
3645917,3646587,926.299987792969,299.299987792969
3646625,3647893,857,354.399993896484
3648161,3648895,894,366
3648925,3649503,828.299987792969,461.100006103516
3649777,3650871,848.599975585938,473.100006103516
3651115,3651675,846.900024414063,424
3652093,3652595,847.900024414063,334.399993896484
3652617,3652771,1011.29998779297,350.600006103516
3652795,3653017,1170.09997558594,404.200012207031
3653335,3653899,917.599975585938,283.600006103516
3653937,3654155,812.099975585938,319.399993896484
3654179,3655135,892.400024414063,280.399993896484
3655281,3655391,832.299987792969,506.5
3655419,3655653,913.799987792969,374.299987792969
3655961,3656227,792.900024414063,341.600006103516
3656303,3656439,1236.19995117188,1323.19995117188
3656499,3656653,949.700012207031,1100.80004882813
3656703,3656815,967.599975585938,428.200012207031
3656843,3657089,941.900024414063,294.600006103516
3657103,3657661,917.299987792969,276.899993896484
3657957,3658269,853.400024414063,277.100006103516
3658295,3658417,1035.59997558594,391.200012207031
3658441,3658625,929.299987792969,340.799987792969
3658637,3658723,916.099975585938,316.5
3658959,3659069,808.599975585938,330.5
3659077,3659775,918.200012207031,281.799987792969
3659791,3659947,846.400024414063,404.399993896484
3659959,3660109,893.299987792969,349.299987792969
3660125,3660433,889.299987792969,314
3660737,3661037,859.700012207031,228.600006103516
3661053,3661657,926,279.100006103516
3661923,3662365,916.400024414063,258.700012207031
3662411,3662477,1103.5,894.400024414063
3662517,3662701,925.599975585938,321.399993896484
3662719,3663057,943.599975585938,262.399993896484
3663087,3663743,851.5,445
3663763,3665175,929.400024414063,375.899993896484
3665419,3666737,908,371.899993896484
3666953,3668227,899.5,368.100006103516
3668577,3668979,859.5,438.899993896484
3668987,3669473,846.400024414063,470.799987792969
3669863,3670243,911.900024414063,324.799987792969
3670617,3671499,856.5,259.299987792969
3671779,3671959,833.599975585938,263
3671979,3672123,939.400024414063,323.899993896484
3672213,3672567,1543.80004882813,962
3672635,3672789,941.799987792969,398.299987792969
3672811,3673449,920.299987792969,313.600006103516
3673771,3674343,918.299987792969,322.799987792969
3674391,3674565,1065.19995117188,587.200012207031
3674577,3674795,1113.90002441406,601.299987792969
3674815,3674959,1023.90002441406,516.299987792969
3675339,3675819,858.200012207031,279.399993896484
3675841,3675963,958.299987792969,322.799987792969
3675983,3676931,915.5,299.899993896484
3677223,3677839,924,297.799987792969
3678039,3678391,901.799987792969,293.200012207031
3678745,3679861,718.400024414063,232.300003051758
3680151,3680461,642.5,215.600006103516
3680493,3680643,799.799987792969,257.100006103516
3680675,3681001,982.599975585938,265.200012207031
3681027,3681237,907.400024414063,265.399993896484
3681257,3682551,938.400024414063,313.200012207031
3682581,3683249,893.5,354.200012207031
3683459,3684861,934.5,338.700012207031
3684887,3685161,846.200012207031,320.100006103516
3685185,3685751,938.099975585938,331.799987792969
3685785,3686825,858.099975585938,308.5
3687151,3687359,770.700012207031,596.400024414063
3687377,3687537,870.200012207031,324.100006103516
3687553,3688155,830.200012207031,325.299987792969
3688167,3688385,784.400024414063,343.799987792969
3688403,3688563,856.5,363.600006103516
3688921,3689213,819.799987792969,307.200012207031
3689317,3689425,778.299987792969,1034.40002441406
3689443,3689569,883.099975585938,967.599975585938
3689595,3689617,834.299987792969,756.400024414063
3689629,3689747,829.700012207031,424.799987792969
3690085,3690733,766.900024414063,347.799987792969
3691153,3691535,614.099975585938,230.899993896484
3691943,3692077,424.299987792969,88.1999969482422
3692085,3692273,344.5,33.2999992370605
3692281,3692325,196.600006103516,78.1999969482422
3692337,3692877,-257.100006103516,340.700012207031
3693353,3693669,-876.200012207031,407.299987792969
3693679,3693833,-1035.59997558594,412.799987792969
3694377,3694673,-1293.09997558594,445.899993896484
3695107,3695183,-1291.19995117188,798.5
3695849,3695909,-1299.5,982.200012207031
3695919,3695989,-1402.80004882813,838.5
3696017,3696043,-1468.09997558594,515.200012207031
3696119,3696319,-631.200012207031,242.800003051758
3696425,3696561,970.900024414063,978.900024414063
3696619,3696763,937.200012207031,442.100006103516
3696807,3697533,886.200012207031,271.600006103516
3697545,3697823,958.599975585938,296.5
3697843,3698269,895.200012207031,314.399993896484
3698281,3698357,918.900024414063,311
3698507,3699059,918.099975585938,315.600006103516
3699089,3699743,879.900024414063,248.699996948242
3699969,3702749,868,198.600006103516
3702775,3703433,827.5,286.799987792969
3703663,3704859,854,282.700012207031
3705129,3705417,780.299987792969,433.600006103516
3705435,3705789,871,398.399993896484
3705827,3706185,801.299987792969,444.700012207031
3706513,3706643,1471.69995117188,876.799987792969
3706689,3706797,1661.5,941.5
3707241,3707291,1475.19995117188,1389.69995117188
3707571,3707679,842.700012207031,1531.19995117188
3707741,3707785,865.5,1524.19995117188
3707829,3707973,1262.5,1407.59997558594
3708527,3708645,1280.40002441406,1428.40002441406
3708731,3708835,862.799987792969,778.900024414063
3708867,3709293,912.200012207031,539.400024414063
3709315,3709527,883.599975585938,398.200012207031
3709543,3709999,847.400024414063,370.5
3710367,3711015,486.100006103516,741.700012207031
3711061,3711247,155.600006103516,1128.69995117188
3711311,3711355,551,813.599975585938
3711851,3712623,870.799987792969,263.200012207031
3712645,3712823,852.900024414063,349.299987792969
3712839,3712915,899.599975585938,328.299987792969
3713129,3713325,855.200012207031,347.399993896484
3713347,3714867,890.900024414063,293.899993896484
3714893,3715043,788.200012207031,322.200012207031
3715065,3715193,853,327.899993896484
3715377,3715653,860.599975585938,321.600006103516
3715671,3715995,862.599975585938,296.299987792969
3716283,3716961,871.599975585938,394.600006103516
3716979,3717257,904.200012207031,312.700012207031
3717269,3717793,909.5,254.100006103516
3718027,3718455,886.700012207031,293.799987792969
3718469,3719959,911.799987792969,242.699996948242
3720271,3723051,854.099975585938,286.700012207031
3723069,3723345,824.200012207031,296.200012207031
3723777,3723953,821.5,331.200012207031
3723963,3724265,834.5,394.5
3724281,3724445,933.400024414063,429.399993896484
3724455,3724631,867.299987792969,400
3724641,3724793,803.099975585938,400.200012207031
3724811,3725021,724.5,402.200012207031
3725425,3726259,1115.69995117188,623.799987792969
3726269,3726531,1421.90002441406,1011.59997558594
3726967,3727441,803.200012207031,358.100006103516
3727487,3727519,778.799987792969,1149.19995117188
3727643,3727957,729.200012207031,304.100006103516
3728419,3729687,653.400024414063,281.5
3729955,3731763,965.099975585938,351.600006103516
3731963,3732753,972.200012207031,275
3732777,3732925,905.799987792969,295.5
3732945,3733091,949.700012207031,292.899993896484
3733103,3735037,915.900024414063,286.5
3735251,3735997,868.200012207031,381.100006103516
3736015,3736247,917.400024414063,364.299987792969
3736273,3736981,834.700012207031,370.299987792969
3737003,3737211,943.099975585938,382.899993896484
3737233,3737381,862.5,367
3737607,3738129,896,352.700012207031
3738149,3739405,862.200012207031,347.100006103516
3739807,3740985,827.700012207031,323.200012207031
3740999,3741169,897.799987792969,356.100006103516
3741535,3741923,789.599975585938,441.600006103516
3741937,3742121,851.400024414063,414.299987792969
3742529,3743021,836.400024414063,266.600006103516
3743397,3744401,763.700012207031,240.100006103516
3744451,3744527,918.799987792969,741.900024414063
3744537,3744725,943.5,903.099975585938
3744781,3744833,805,445.399993896484
3745095,3745373,789.5,341.200012207031
3745451,3746057,961.700012207031,1117.80004882813
3746333,3746439,1135.19995117188,1004.40002441406
3746499,3746649,904.5,387.100006103516
3746677,3747275,942.5,249.899993896484
3747295,3747949,918.299987792969,307
3747959,3748395,917.299987792969,300.399993896484
3748695,3748895,847.400024414063,351.399993896484
3748909,3749265,917.400024414063,292.899993896484
3749277,3749513,958.200012207031,232.899993896484
3749527,3750075,900.700012207031,255.199996948242
3750093,3750295,836,259.5
3750309,3750359,891.700012207031,259.100006103516
3750671,3751023,855.900024414063,301.100006103516
3751051,3751313,923.5,229.100006103516
3751615,3752783,906.200012207031,221.800003051758
3752795,3753775,946,291.899993896484
3753951,3754481,908.599975585938,380
3754695,3755287,898.599975585938,329.5
3755303,3755525,915.099975585938,310.700012207031
3755541,3755729,869,315.899993896484
3755743,3756055,896.900024414063,332.100006103516
3756069,3756243,856.700012207031,336.399993896484
3756257,3756423,912.900024414063,314
3756441,3756667,857.599975585938,343.600006103516
3756679,3757349,915.099975585938,322.200012207031
3757621,3759499,948.200012207031,351.299987792969
3759811,3760437,826.700012207031,324.100006103516
3760449,3760697,848.599975585938,364.200012207031
3761157,3761569,963.799987792969,290.700012207031
3761585,3761933,939.099975585938,278.600006103516
3761951,3762153,894.200012207031,284.700012207031
3762169,3762365,941.5,274
3762643,3762791,767.799987792969,342.5
3762815,3763073,892.299987792969,310.100006103516
3763125,3763527,498.399993896484,649.900024414063
3763537,3763795,686.200012207031,512.200012207031
3763807,3763843,785.700012207031,510.299987792969
3764259,3764705,661.799987792969,377.5
3764769,3764793,454.5,484.700012207031
3764811,3765161,571.299987792969,205.699996948242
3765583,3766033,200,114.400001525879
3766043,3766269,127.599998474121,205.800003051758
3766309,3767193,570.299987792969,145.699996948242
3767227,3767459,945.400024414063,254.199996948242
3767619,3768077,894.599975585938,258.700012207031
3768097,3768271,1004.5,254.5
3768295,3768501,941.099975585938,295.899993896484
3768513,3769325,938.700012207031,288.5
3769613,3770511,922.5,271.100006103516
3770543,3770639,862.599975585938,394.200012207031
